"Notes"	"State"	"State Code"	"Month Day, Year"	"Month Day, Year Code"	Avg Fine Particulate Matter (µg/m³)	# of Observations for Fine Particulate Matter	Min Fine Particulate Matter	Max Fine Particulate Matter	Avg Fine Particulate Matter Standard Deviation
	"Iowa"	"19"	"Dec 18, 2011"	"2011/12/18"	12.53	1593	10.20	15.30	1.36
	"Iowa"	"19"	"Dec 19, 2011"	"2011/12/19"	10.64	1593	7.10	12.50	1.06
	"Iowa"	"19"	"Dec 20, 2011"	"2011/12/20"	9.79	1593	8.00	12.80	1.14
	"Iowa"	"19"	"Dec 21, 2011"	"2011/12/21"	12.86	1593	9.70	14.90	1.14
	"Iowa"	"19"	"Dec 22, 2011"	"2011/12/22"	13.92	1593	12.10	15.40	0.88
	"Iowa"	"19"	"Dec 23, 2011"	"2011/12/23"	20.06	1593	17.00	22.00	0.77
	"Iowa"	"19"	"Dec 24, 2011"	"2011/12/24"	21.61	1593	17.90	24.10	1.34
	"Iowa"	"19"	"Dec 25, 2011"	"2011/12/25"	27.21	1593	23.80	31.30	2.11
	"Iowa"	"19"	"Dec 26, 2011"	"2011/12/26"	12.30	1593	8.70	15.00	1.66
	"Iowa"	"19"	"Dec 27, 2011"	"2011/12/27"	12.48	1593	9.40	15.10	1.15
	"Iowa"	"19"	"Dec 28, 2011"	"2011/12/28"	17.84	1593	14.70	19.80	1.10
	"Iowa"	"19"	"Dec 29, 2011"	"2011/12/29"	8.26	1593	5.20	12.20	1.88
	"Iowa"	"19"	"Dec 30, 2011"	"2011/12/30"	13.15	1593	11.40	15.00	0.65
	"Iowa"	"19"	"Dec 31, 2011"	"2011/12/31"	14.23	1593	10.90	18.60	2.16
"Total"	"Iowa"	"19"			10.85	581445	0.00	42.70	5.21
	"Kansas"	"20"	"Jan 01, 2011"	"2011/01/01"	17.92	2145	7.00	31.60	5.23
	"Kansas"	"20"	"Jan 02, 2011"	"2011/01/02"	11.90	2145	8.70	16.40	1.82
	"Kansas"	"20"	"Jan 03, 2011"	"2011/01/03"	9.79	2145	6.30	15.00	2.38
	"Kansas"	"20"	"Jan 04, 2011"	"2011/01/04"	14.75	2145	12.70	18.50	1.43
	"Kansas"	"20"	"Jan 05, 2011"	"2011/01/05"	15.00	2145	11.80	20.70	2.23
	"Kansas"	"20"	"Jan 06, 2011"	"2011/01/06"	8.04	2145	6.90	11.00	0.89
	"Kansas"	"20"	"Jan 07, 2011"	"2011/01/07"	11.89	2145	9.50	13.70	1.13
	"Kansas"	"20"	"Jan 08, 2011"	"2011/01/08"	10.96	2145	7.90	15.20	2.10
	"Kansas"	"20"	"Jan 09, 2011"	"2011/01/09"	6.49	2145	4.70	9.30	0.95
	"Kansas"	"20"	"Jan 10, 2011"	"2011/01/10"	11.43	2145	7.70	14.70	1.66
	"Kansas"	"20"	"Jan 11, 2011"	"2011/01/11"	8.59	2145	6.70	12.10	1.28
	"Kansas"	"20"	"Jan 12, 2011"	"2011/01/12"	14.82	2145	12.00	17.50	1.25
	"Kansas"	"20"	"Jan 13, 2011"	"2011/01/13"	11.57	2145	9.00	14.70	1.42
	"Kansas"	"20"	"Jan 14, 2011"	"2011/01/14"	13.81	2145	12.70	14.80	0.40
	"Kansas"	"20"	"Jan 15, 2011"	"2011/01/15"	14.34	2145	9.90	18.50	1.60
	"Kansas"	"20"	"Jan 16, 2011"	"2011/01/16"	25.73	2145	22.30	28.10	1.56
	"Kansas"	"20"	"Jan 17, 2011"	"2011/01/17"	16.34	2145	15.10	17.70	0.70
	"Kansas"	"20"	"Jan 18, 2011"	"2011/01/18"	17.68	2145	13.70	23.30	2.06
	"Kansas"	"20"	"Jan 19, 2011"	"2011/01/19"	16.22	2145	15.20	17.10	0.36
	"Kansas"	"20"	"Jan 20, 2011"	"2011/01/20"	9.26	2145	5.90	14.40	1.96
	"Kansas"	"20"	"Jan 21, 2011"	"2011/01/21"	18.66	2145	15.70	22.20	1.06
	"Kansas"	"20"	"Jan 22, 2011"	"2011/01/22"	13.16	2145	11.30	17.60	1.29
	"Kansas"	"20"	"Jan 23, 2011"	"2011/01/23"	12.40	2145	10.60	14.60	0.75
	"Kansas"	"20"	"Jan 24, 2011"	"2011/01/24"	24.74	2145	21.20	29.10	2.06
	"Kansas"	"20"	"Jan 25, 2011"	"2011/01/25"	16.22	2145	11.60	21.30	2.43
	"Kansas"	"20"	"Jan 26, 2011"	"2011/01/26"	12.48	2145	8.10	15.90	1.80
	"Kansas"	"20"	"Jan 27, 2011"	"2011/01/27"	12.71	2145	7.50	16.50	2.41
	"Kansas"	"20"	"Jan 28, 2011"	"2011/01/28"	9.67	2145	6.40	12.60	1.73
	"Kansas"	"20"	"Jan 29, 2011"	"2011/01/29"	13.33	2145	11.80	14.90	0.77
	"Kansas"	"20"	"Jan 30, 2011"	"2011/01/30"	20.89	2145	15.30	29.30	3.07
	"Kansas"	"20"	"Jan 31, 2011"	"2011/01/31"	25.05	2145	17.90	30.20	2.69
	"Kansas"	"20"	"Feb 01, 2011"	"2011/02/01"	12.12	2145	10.50	13.40	0.81
	"Kansas"	"20"	"Feb 02, 2011"	"2011/02/02"	7.81	2145	4.90	12.60	2.02
	"Kansas"	"20"	"Feb 03, 2011"	"2011/02/03"	7.87	2145	4.70	12.20	1.41
	"Kansas"	"20"	"Feb 04, 2011"	"2011/02/04"	14.66	2145	8.40	20.90	2.93
	"Kansas"	"20"	"Feb 05, 2011"	"2011/02/05"	14.03	2145	11.70	17.30	1.36
	"Kansas"	"20"	"Feb 06, 2011"	"2011/02/06"	13.81	2145	8.70	16.70	1.69
	"Kansas"	"20"	"Feb 07, 2011"	"2011/02/07"	9.43	2145	7.40	11.10	0.77
	"Kansas"	"20"	"Feb 08, 2011"	"2011/02/08"	8.10	2145	7.40	8.80	0.22
	"Kansas"	"20"	"Feb 09, 2011"	"2011/02/09"	7.73	2145	6.60	9.30	0.58
	"Kansas"	"20"	"Feb 10, 2011"	"2011/02/10"	6.65	2145	2.20	10.40	2.04
	"Kansas"	"20"	"Feb 11, 2011"	"2011/02/11"	14.61	2145	11.40	17.90	1.24
	"Kansas"	"20"	"Feb 12, 2011"	"2011/02/12"	4.66	2145	2.20	8.50	1.14
	"Kansas"	"20"	"Feb 13, 2011"	"2011/02/13"	13.39	2145	9.90	17.40	2.05
	"Kansas"	"20"	"Feb 14, 2011"	"2011/02/14"	9.82	2145	5.40	13.80	1.77
	"Kansas"	"20"	"Feb 15, 2011"	"2011/02/15"	9.07	2145	7.30	14.00	1.55
	"Kansas"	"20"	"Feb 16, 2011"	"2011/02/16"	6.61	2145	3.70	9.90	1.27
	"Kansas"	"20"	"Feb 17, 2011"	"2011/02/17"	5.50	2145	3.30	8.40	0.98
	"Kansas"	"20"	"Feb 18, 2011"	"2011/02/18"	8.24	2145	5.80	12.20	1.48
	"Kansas"	"20"	"Feb 19, 2011"	"2011/02/19"	8.05	2145	5.90	11.40	1.24
	"Kansas"	"20"	"Feb 20, 2011"	"2011/02/20"	9.18	2145	4.40	11.70	1.74
	"Kansas"	"20"	"Feb 21, 2011"	"2011/02/21"	8.95	2145	7.60	10.50	0.47
	"Kansas"	"20"	"Feb 22, 2011"	"2011/02/22"	9.97	2145	8.10	12.70	1.08
	"Kansas"	"20"	"Feb 23, 2011"	"2011/02/23"	11.76	2145	9.20	13.90	0.94
	"Kansas"	"20"	"Feb 24, 2011"	"2011/02/24"	12.64	2145	11.30	15.20	0.96
	"Kansas"	"20"	"Feb 25, 2011"	"2011/02/25"	13.98	2145	11.50	19.50	2.00
	"Kansas"	"20"	"Feb 26, 2011"	"2011/02/26"	11.69	2145	9.70	13.00	0.62
	"Kansas"	"20"	"Feb 27, 2011"	"2011/02/27"	8.54	2145	6.70	13.90	1.41
	"Kansas"	"20"	"Feb 28, 2011"	"2011/02/28"	8.79	2145	6.90	10.70	0.97
	"Kansas"	"20"	"Mar 01, 2011"	"2011/03/01"	9.58	2145	7.60	14.30	1.66
	"Kansas"	"20"	"Mar 02, 2011"	"2011/03/02"	14.22	2145	8.30	17.20	2.22
	"Kansas"	"20"	"Mar 03, 2011"	"2011/03/03"	13.61	2145	12.10	16.60	0.98
	"Kansas"	"20"	"Mar 04, 2011"	"2011/03/04"	12.20	2145	7.40	15.60	1.52
	"Kansas"	"20"	"Mar 05, 2011"	"2011/03/05"	8.59	2145	6.90	10.20	0.78
	"Kansas"	"20"	"Mar 06, 2011"	"2011/03/06"	7.87	2145	5.60	11.20	1.23
	"Kansas"	"20"	"Mar 07, 2011"	"2011/03/07"	8.44	2145	3.40	10.70	1.82
	"Kansas"	"20"	"Mar 08, 2011"	"2011/03/08"	7.20	2145	5.90	8.80	0.63
	"Kansas"	"20"	"Mar 09, 2011"	"2011/03/09"	9.07	2145	6.70	13.20	1.45
	"Kansas"	"20"	"Mar 10, 2011"	"2011/03/10"	8.48	2145	6.90	11.10	0.83
	"Kansas"	"20"	"Mar 11, 2011"	"2011/03/11"	9.00	2145	6.60	12.00	1.12
	"Kansas"	"20"	"Mar 12, 2011"	"2011/03/12"	11.31	2145	8.30	14.90	1.15
	"Kansas"	"20"	"Mar 13, 2011"	"2011/03/13"	15.45	2145	11.10	17.50	1.27
	"Kansas"	"20"	"Mar 14, 2011"	"2011/03/14"	8.52	2145	4.80	9.80	0.79
	"Kansas"	"20"	"Mar 15, 2011"	"2011/03/15"	7.13	2145	4.50	9.10	1.28
	"Kansas"	"20"	"Mar 16, 2011"	"2011/03/16"	9.09	2145	5.60	13.30	1.66
	"Kansas"	"20"	"Mar 17, 2011"	"2011/03/17"	7.74	2145	4.10	11.60	1.79
	"Kansas"	"20"	"Mar 18, 2011"	"2011/03/18"	13.60	2145	8.50	18.70	1.85
	"Kansas"	"20"	"Mar 19, 2011"	"2011/03/19"	8.61	2145	2.00	12.30	2.41
	"Kansas"	"20"	"Mar 20, 2011"	"2011/03/20"	9.63	2145	2.80	15.80	2.96
	"Kansas"	"20"	"Mar 21, 2011"	"2011/03/21"	10.38	2145	6.80	16.80	2.61
	"Kansas"	"20"	"Mar 22, 2011"	"2011/03/22"	9.18	2145	4.30	17.80	3.06
	"Kansas"	"20"	"Mar 23, 2011"	"2011/03/23"	8.57	2145	7.10	10.00	0.76
	"Kansas"	"20"	"Mar 24, 2011"	"2011/03/24"	5.83	2145	0.80	10.00	1.87
	"Kansas"	"20"	"Mar 25, 2011"	"2011/03/25"	17.18	2145	13.90	19.60	1.45
	"Kansas"	"20"	"Mar 26, 2011"	"2011/03/26"	15.42	2145	11.70	21.20	2.18
	"Kansas"	"20"	"Mar 27, 2011"	"2011/03/27"	16.29	2145	10.80	23.90	2.90
	"Kansas"	"20"	"Mar 28, 2011"	"2011/03/28"	10.50	2145	8.30	13.80	1.16
	"Kansas"	"20"	"Mar 29, 2011"	"2011/03/29"	13.60	2145	9.30	20.00	2.35
	"Kansas"	"20"	"Mar 30, 2011"	"2011/03/30"	8.69	2145	6.10	10.70	1.08
	"Kansas"	"20"	"Mar 31, 2011"	"2011/03/31"	17.69	2145	13.20	22.20	1.65
	"Kansas"	"20"	"Apr 01, 2011"	"2011/04/01"	7.00	2145	5.30	8.10	0.64
	"Kansas"	"20"	"Apr 02, 2011"	"2011/04/02"	7.00	2145	5.80	9.30	0.81
	"Kansas"	"20"	"Apr 03, 2011"	"2011/04/03"	9.14	2145	7.20	11.80	0.99
	"Kansas"	"20"	"Apr 04, 2011"	"2011/04/04"	4.94	2145	1.30	9.40	2.21
	"Kansas"	"20"	"Apr 05, 2011"	"2011/04/05"	3.54	2145	2.00	7.40	1.13
	"Kansas"	"20"	"Apr 06, 2011"	"2011/04/06"	7.35	2145	5.10	10.00	0.99
	"Kansas"	"20"	"Apr 07, 2011"	"2011/04/07"	11.23	2145	7.20	15.90	2.48
	"Kansas"	"20"	"Apr 08, 2011"	"2011/04/08"	13.74	2145	10.90	17.20	1.41
	"Kansas"	"20"	"Apr 09, 2011"	"2011/04/09"	11.46	2145	9.00	16.90	1.79
	"Kansas"	"20"	"Apr 10, 2011"	"2011/04/10"	6.61	2145	1.40	17.00	2.34
	"Kansas"	"20"	"Apr 11, 2011"	"2011/04/11"	7.26	2145	2.80	10.50	1.79
	"Kansas"	"20"	"Apr 12, 2011"	"2011/04/12"	10.94	2145	8.30	15.40	1.48
	"Kansas"	"20"	"Apr 13, 2011"	"2011/04/13"	11.53	2145	8.90	15.50	1.26
	"Kansas"	"20"	"Apr 14, 2011"	"2011/04/14"	14.01	2145	11.30	16.50	1.47
	"Kansas"	"20"	"Apr 15, 2011"	"2011/04/15"	6.41	2145	3.60	11.40	1.49
	"Kansas"	"20"	"Apr 16, 2011"	"2011/04/16"	8.29	2145	5.80	13.00	1.83
	"Kansas"	"20"	"Apr 17, 2011"	"2011/04/17"	12.30	2145	4.70	17.20	3.13
	"Kansas"	"20"	"Apr 18, 2011"	"2011/04/18"	16.61	2145	13.40	19.70	1.38
	"Kansas"	"20"	"Apr 19, 2011"	"2011/04/19"	5.54	2145	1.30	10.40	1.65
	"Kansas"	"20"	"Apr 20, 2011"	"2011/04/20"	6.80	2145	2.20	10.70	2.00
	"Kansas"	"20"	"Apr 21, 2011"	"2011/04/21"	8.44	2145	5.70	9.50	0.80
	"Kansas"	"20"	"Apr 22, 2011"	"2011/04/22"	7.07	2145	4.30	10.10	1.47
	"Kansas"	"20"	"Apr 23, 2011"	"2011/04/23"	12.45	2145	2.80	17.90	3.47
	"Kansas"	"20"	"Apr 24, 2011"	"2011/04/24"	9.56	2145	3.30	17.50	3.57
	"Kansas"	"20"	"Apr 25, 2011"	"2011/04/25"	4.99	2145	1.40	9.50	1.38
	"Kansas"	"20"	"Apr 26, 2011"	"2011/04/26"	2.15	2145	0.00	5.30	1.41
	"Kansas"	"20"	"Apr 27, 2011"	"2011/04/27"	6.48	2145	0.90	11.00	2.22
	"Kansas"	"20"	"Apr 28, 2011"	"2011/04/28"	4.13	2145	2.20	7.40	1.23
	"Kansas"	"20"	"Apr 29, 2011"	"2011/04/29"	7.57	2145	2.90	10.20	1.62
	"Kansas"	"20"	"Apr 30, 2011"	"2011/04/30"	9.97	2145	5.90	16.60	2.66
	"Kansas"	"20"	"May 01, 2011"	"2011/05/01"	9.36	2145	7.00	11.90	1.14
	"Kansas"	"20"	"May 02, 2011"	"2011/05/02"	6.79	2145	1.50	13.50	3.09
	"Kansas"	"20"	"May 03, 2011"	"2011/05/03"	5.70	2145	4.00	7.60	1.01
	"Kansas"	"20"	"May 04, 2011"	"2011/05/04"	10.45	2145	4.90	16.90	3.60
	"Kansas"	"20"	"May 05, 2011"	"2011/05/05"	9.39	2145	7.40	11.50	0.93
	"Kansas"	"20"	"May 06, 2011"	"2011/05/06"	7.56	2145	1.30	16.30	4.04
	"Kansas"	"20"	"May 07, 2011"	"2011/05/07"	13.04	2145	11.00	17.70	1.45
	"Kansas"	"20"	"May 08, 2011"	"2011/05/08"	12.98	2145	9.50	14.80	1.25
	"Kansas"	"20"	"May 09, 2011"	"2011/05/09"	14.91	2145	12.40	16.50	0.75
	"Kansas"	"20"	"May 10, 2011"	"2011/05/10"	16.83	2145	13.60	20.90	1.22
	"Kansas"	"20"	"May 11, 2011"	"2011/05/11"	11.03	2145	2.30	20.60	4.58
	"Kansas"	"20"	"May 12, 2011"	"2011/05/12"	6.76	2145	4.50	10.90	1.37
	"Kansas"	"20"	"May 13, 2011"	"2011/05/13"	5.48	2145	0.70	10.10	2.02
	"Kansas"	"20"	"May 14, 2011"	"2011/05/14"	5.40	2145	2.10	8.20	1.29
	"Kansas"	"20"	"May 15, 2011"	"2011/05/15"	6.09	2145	0.60	10.90	2.57
	"Kansas"	"20"	"May 16, 2011"	"2011/05/16"	5.10	2145	2.20	11.10	2.04
	"Kansas"	"20"	"May 17, 2011"	"2011/05/17"	8.79	2145	3.50	17.30	3.32
	"Kansas"	"20"	"May 18, 2011"	"2011/05/18"	8.99	2145	4.60	11.40	1.73
	"Kansas"	"20"	"May 19, 2011"	"2011/05/19"	11.31	2145	8.90	13.10	1.18
	"Kansas"	"20"	"May 20, 2011"	"2011/05/20"	13.72	2145	9.60	16.20	1.33
	"Kansas"	"20"	"May 21, 2011"	"2011/05/21"	6.70	2145	3.80	10.70	1.63
	"Kansas"	"20"	"May 22, 2011"	"2011/05/22"	11.07	2145	7.50	17.50	2.34
	"Kansas"	"20"	"May 23, 2011"	"2011/05/23"	9.04	2145	6.40	12.30	1.19
	"Kansas"	"20"	"May 24, 2011"	"2011/05/24"	13.39	2145	9.10	19.10	2.75
	"Kansas"	"20"	"May 25, 2011"	"2011/05/25"	14.74	2145	7.00	20.10	2.65
	"Kansas"	"20"	"May 26, 2011"	"2011/05/26"	10.31	2145	7.10	15.90	2.21
	"Kansas"	"20"	"May 27, 2011"	"2011/05/27"	5.53	2145	0.90	9.50	1.52
	"Kansas"	"20"	"May 28, 2011"	"2011/05/28"	11.25	2145	6.70	15.90	1.89
	"Kansas"	"20"	"May 29, 2011"	"2011/05/29"	8.69	2145	5.30	11.50	1.46
	"Kansas"	"20"	"May 30, 2011"	"2011/05/30"	7.54	2145	4.20	9.70	1.23
	"Kansas"	"20"	"May 31, 2011"	"2011/05/31"	6.84	2145	3.00	11.90	2.41
	"Kansas"	"20"	"Jun 01, 2011"	"2011/06/01"	14.40	2145	10.10	19.40	1.52
	"Kansas"	"20"	"Jun 02, 2011"	"2011/06/02"	29.26	2145	15.50	55.90	9.20
	"Kansas"	"20"	"Jun 03, 2011"	"2011/06/03"	17.21	2145	8.60	26.60	4.62
	"Kansas"	"20"	"Jun 04, 2011"	"2011/06/04"	21.57	2145	8.00	45.60	7.25
	"Kansas"	"20"	"Jun 05, 2011"	"2011/06/05"	15.20	2145	9.80	29.60	4.85
	"Kansas"	"20"	"Jun 06, 2011"	"2011/06/06"	12.60	2145	5.40	22.40	4.30
	"Kansas"	"20"	"Jun 07, 2011"	"2011/06/07"	32.32	2145	0.00	65.00	18.79
	"Kansas"	"20"	"Jun 08, 2011"	"2011/06/08"	24.22	2145	18.00	35.10	3.93
	"Kansas"	"20"	"Jun 09, 2011"	"2011/06/09"	19.02	2145	5.70	33.80	7.07
	"Kansas"	"20"	"Jun 10, 2011"	"2011/06/10"	14.20	2145	9.40	20.60	2.66
	"Kansas"	"20"	"Jun 11, 2011"	"2011/06/11"	23.01	2145	12.20	39.60	7.01
	"Kansas"	"20"	"Jun 12, 2011"	"2011/06/12"	14.98	2145	6.80	24.60	4.18
	"Kansas"	"20"	"Jun 13, 2011"	"2011/06/13"	17.05	2145	12.00	21.20	2.43
	"Kansas"	"20"	"Jun 14, 2011"	"2011/06/14"	17.97	2145	15.10	23.30	1.61
	"Kansas"	"20"	"Jun 15, 2011"	"2011/06/15"	10.75	2145	7.00	14.70	1.85
	"Kansas"	"20"	"Jun 16, 2011"	"2011/06/16"	15.45	2145	12.20	20.50	1.71
	"Kansas"	"20"	"Jun 17, 2011"	"2011/06/17"	13.71	2145	10.30	17.90	1.53
	"Kansas"	"20"	"Jun 18, 2011"	"2011/06/18"	11.76	2145	7.50	15.90	1.99
	"Kansas"	"20"	"Jun 19, 2011"	"2011/06/19"	11.72	2145	8.10	14.90	1.28
	"Kansas"	"20"	"Jun 20, 2011"	"2011/06/20"	6.14	2145	4.00	8.10	0.93
	"Kansas"	"20"	"Jun 21, 2011"	"2011/06/21"	8.23	2145	3.10	12.60	2.53
	"Kansas"	"20"	"Jun 22, 2011"	"2011/06/22"	11.03	2145	7.60	13.80	1.61
	"Kansas"	"20"	"Jun 23, 2011"	"2011/06/23"	13.26	2145	9.20	15.70	1.86
	"Kansas"	"20"	"Jun 24, 2011"	"2011/06/24"	9.72	2145	7.70	12.40	0.97
	"Kansas"	"20"	"Jun 25, 2011"	"2011/06/25"	9.97	2145	7.60	13.80	1.16
	"Kansas"	"20"	"Jun 26, 2011"	"2011/06/26"	10.89	2145	8.20	14.10	1.40
	"Kansas"	"20"	"Jun 27, 2011"	"2011/06/27"	21.09	2145	0.00	53.60	13.08
	"Kansas"	"20"	"Jun 28, 2011"	"2011/06/28"	10.58	2145	3.90	18.80	4.17
	"Kansas"	"20"	"Jun 29, 2011"	"2011/06/29"	12.09	2145	7.20	21.30	3.25
	"Kansas"	"20"	"Jun 30, 2011"	"2011/06/30"	10.94	2145	2.10	24.20	4.51
	"Kansas"	"20"	"Jul 01, 2011"	"2011/07/01"	11.54	2145	3.70	17.70	4.18
	"Kansas"	"20"	"Jul 02, 2011"	"2011/07/02"	22.67	2145	8.60	35.20	7.38
	"Kansas"	"20"	"Jul 03, 2011"	"2011/07/03"	14.33	2145	7.00	22.00	3.97
	"Kansas"	"20"	"Jul 04, 2011"	"2011/07/04"	11.61	2145	5.40	16.60	3.14
	"Kansas"	"20"	"Jul 05, 2011"	"2011/07/05"	12.82	2145	6.40	18.20	2.78
	"Kansas"	"20"	"Jul 06, 2011"	"2011/07/06"	19.48	2145	5.40	29.50	5.78
	"Kansas"	"20"	"Jul 07, 2011"	"2011/07/07"	12.48	2145	6.20	24.60	4.10
	"Kansas"	"20"	"Jul 08, 2011"	"2011/07/08"	17.48	2145	6.80	27.00	5.92
	"Kansas"	"20"	"Jul 09, 2011"	"2011/07/09"	14.02	2145	6.00	19.70	3.65
	"Kansas"	"20"	"Jul 10, 2011"	"2011/07/10"	11.97	2145	3.40	18.30	4.68
	"Kansas"	"20"	"Jul 11, 2011"	"2011/07/11"	13.22	2145	4.10	25.30	5.47
	"Kansas"	"20"	"Jul 12, 2011"	"2011/07/12"	7.92	2145	0.00	19.10	5.37
	"Kansas"	"20"	"Jul 13, 2011"	"2011/07/13"	10.46	2145	2.20	16.40	4.47
	"Kansas"	"20"	"Jul 14, 2011"	"2011/07/14"	8.58	2145	2.90	12.80	2.87
	"Kansas"	"20"	"Jul 15, 2011"	"2011/07/15"	9.34	2145	2.00	15.20	3.84
	"Kansas"	"20"	"Jul 16, 2011"	"2011/07/16"	7.56	2145	2.00	13.20	2.56
	"Kansas"	"20"	"Jul 17, 2011"	"2011/07/17"	11.01	2145	5.80	14.40	2.69
	"Kansas"	"20"	"Jul 18, 2011"	"2011/07/18"	12.01	2145	4.50	20.60	4.16
	"Kansas"	"20"	"Jul 19, 2011"	"2011/07/19"	6.24	2145	0.00	11.80	3.75
	"Kansas"	"20"	"Jul 20, 2011"	"2011/07/20"	9.00	2145	2.10	13.90	3.40
	"Kansas"	"20"	"Jul 21, 2011"	"2011/07/21"	8.78	2145	0.80	16.00	4.39
	"Kansas"	"20"	"Jul 22, 2011"	"2011/07/22"	11.30	2145	4.10	18.80	3.94
	"Kansas"	"20"	"Jul 23, 2011"	"2011/07/23"	14.25	2145	7.60	22.90	4.12
	"Kansas"	"20"	"Jul 24, 2011"	"2011/07/24"	9.24	2145	0.00	17.00	4.78
	"Kansas"	"20"	"Jul 25, 2011"	"2011/07/25"	7.14	2145	0.70	12.50	3.26
	"Kansas"	"20"	"Jul 26, 2011"	"2011/07/26"	9.90	2145	5.00	12.80	2.24
	"Kansas"	"20"	"Jul 27, 2011"	"2011/07/27"	9.90	2145	4.60	13.70	2.81
	"Kansas"	"20"	"Jul 28, 2011"	"2011/07/28"	6.60	2145	0.00	12.70	3.60
	"Kansas"	"20"	"Jul 29, 2011"	"2011/07/29"	11.58	2145	3.10	17.30	3.72
	"Kansas"	"20"	"Jul 30, 2011"	"2011/07/30"	9.32	2145	3.60	14.60	2.87
	"Kansas"	"20"	"Jul 31, 2011"	"2011/07/31"	11.33	2145	1.90	17.10	4.50
	"Kansas"	"20"	"Aug 01, 2011"	"2011/08/01"	10.62	2145	6.90	16.60	2.44
	"Kansas"	"20"	"Aug 02, 2011"	"2011/08/02"	11.21	2145	4.50	18.40	3.79
	"Kansas"	"20"	"Aug 03, 2011"	"2011/08/03"	11.68	2145	4.40	17.90	3.19
	"Kansas"	"20"	"Aug 04, 2011"	"2011/08/04"	24.51	2145	13.10	30.10	4.28
	"Kansas"	"20"	"Aug 05, 2011"	"2011/08/05"	14.48	2145	8.30	18.70	2.71
	"Kansas"	"20"	"Aug 06, 2011"	"2011/08/06"	9.39	2145	3.40	14.00	2.89
	"Kansas"	"20"	"Aug 07, 2011"	"2011/08/07"	12.55	2145	5.00	16.40	2.67
	"Kansas"	"20"	"Aug 08, 2011"	"2011/08/08"	6.62	2145	1.60	10.70	2.58
	"Kansas"	"20"	"Aug 09, 2011"	"2011/08/09"	5.05	2145	0.00	9.20	2.79
	"Kansas"	"20"	"Aug 10, 2011"	"2011/08/10"	7.62	2145	0.30	11.80	3.51
	"Kansas"	"20"	"Aug 11, 2011"	"2011/08/11"	6.60	2145	1.10	11.70	3.03
	"Kansas"	"20"	"Aug 12, 2011"	"2011/08/12"	10.76	2145	2.80	18.60	3.26
	"Kansas"	"20"	"Aug 13, 2011"	"2011/08/13"	3.19	2145	0.00	8.50	2.72
	"Kansas"	"20"	"Aug 14, 2011"	"2011/08/14"	6.35	2145	0.00	17.00	4.71
	"Kansas"	"20"	"Aug 15, 2011"	"2011/08/15"	4.18	2145	0.60	8.20	2.20
	"Kansas"	"20"	"Aug 16, 2011"	"2011/08/16"	8.58	2145	2.20	12.70	2.50
	"Kansas"	"20"	"Aug 17, 2011"	"2011/08/17"	8.17	2145	2.90	11.70	2.44
	"Kansas"	"20"	"Aug 18, 2011"	"2011/08/18"	9.18	2145	3.40	13.20	2.67
	"Kansas"	"20"	"Aug 19, 2011"	"2011/08/19"	11.66	2145	1.00	26.60	6.93
	"Kansas"	"20"	"Aug 20, 2011"	"2011/08/20"	12.21	2145	7.00	16.50	2.77
	"Kansas"	"20"	"Aug 21, 2011"	"2011/08/21"	12.32	2145	3.30	19.90	4.75
	"Kansas"	"20"	"Aug 22, 2011"	"2011/08/22"	10.40	2145	6.30	13.80	2.12
	"Kansas"	"20"	"Aug 23, 2011"	"2011/08/23"	8.30	2145	3.20	13.10	2.25
	"Kansas"	"20"	"Aug 24, 2011"	"2011/08/24"	6.27	2145	0.00	13.80	4.76
	"Kansas"	"20"	"Aug 25, 2011"	"2011/08/25"	7.74	2145	0.00	15.60	4.35
	"Kansas"	"20"	"Aug 26, 2011"	"2011/08/26"	9.74	2145	3.60	15.20	3.44
	"Kansas"	"20"	"Aug 27, 2011"	"2011/08/27"	14.48	2145	8.50	19.30	3.28
	"Kansas"	"20"	"Aug 28, 2011"	"2011/08/28"	9.24	2145	3.80	13.10	1.71
	"Kansas"	"20"	"Aug 29, 2011"	"2011/08/29"	11.56	2145	2.20	16.90	3.01
	"Kansas"	"20"	"Aug 30, 2011"	"2011/08/30"	12.31	2145	8.50	15.60	1.50
	"Kansas"	"20"	"Aug 31, 2011"	"2011/08/31"	15.48	2145	9.40	19.60	2.87
	"Kansas"	"20"	"Sep 01, 2011"	"2011/09/01"	14.63	2145	8.70	19.40	2.86
	"Kansas"	"20"	"Sep 02, 2011"	"2011/09/02"	14.07	2145	5.80	19.90	3.99
	"Kansas"	"20"	"Sep 03, 2011"	"2011/09/03"	12.80	2145	4.90	16.90	2.96
	"Kansas"	"20"	"Sep 04, 2011"	"2011/09/04"	11.32	2145	6.00	14.80	2.01
	"Kansas"	"20"	"Sep 05, 2011"	"2011/09/05"	6.35	2145	3.40	10.00	1.52
	"Kansas"	"20"	"Sep 06, 2011"	"2011/09/06"	4.15	2145	0.00	9.50	2.48
	"Kansas"	"20"	"Sep 07, 2011"	"2011/09/07"	5.04	2145	0.80	14.10	3.24
	"Kansas"	"20"	"Sep 08, 2011"	"2011/09/08"	5.09	2145	0.10	11.60	2.86
	"Kansas"	"20"	"Sep 09, 2011"	"2011/09/09"	13.26	2145	8.90	19.50	2.04
	"Kansas"	"20"	"Sep 10, 2011"	"2011/09/10"	9.62	2145	5.90	13.10	2.04
