"Notes"	"County"	"County Code"	"Month, Year"	"Month, Year Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Pike County, AR"	"05109"	"Feb, 1979"	"1979/02"	11025.24	280	2797.70	16438.00
	"Pike County, AR"	"05109"	"Mar, 1979"	"1979/03"	15672.94	310	8560.00	21541.60
	"Pike County, AR"	"05109"	"Apr, 1979"	"1979/04"	18542.34	300	5999.90	24056.70
	"Pike County, AR"	"05109"	"May, 1979"	"1979/05"	20950.33	310	10130.20	27597.90
	"Pike County, AR"	"05109"	"Jun, 1979"	"1979/06"	24623.89	300	7251.40	30187.10
	"Pike County, AR"	"05109"	"Jul, 1979"	"1979/07"	22563.46	310	9548.20	30335.20
	"Pike County, AR"	"05109"	"Aug, 1979"	"1979/08"	21751.75	310	12887.90	27755.80
	"Pike County, AR"	"05109"	"Sep, 1979"	"1979/09"	19826.26	300	7217.50	24311.70
	"Pike County, AR"	"05109"	"Oct, 1979"	"1979/10"	15900.94	310	9314.50	20498.20
	"Pike County, AR"	"05109"	"Nov, 1979"	"1979/11"	10185.23	300	4242.70	14095.10
	"Pike County, AR"	"05109"	"Dec, 1979"	"1979/12"	8658.57	310	2634.60	11504.70
"Total"	"Pike County, AR"	"05109"			16460.27	3650	2634.60	30335.20
	"Poinsett County, AR"	"05111"	"Jan, 1979"	"1979/01"	7496.15	372	3503.70	11817.60
	"Poinsett County, AR"	"05111"	"Feb, 1979"	"1979/02"	10392.80	336	4856.80	16203.00
	"Poinsett County, AR"	"05111"	"Mar, 1979"	"1979/03"	15130.95	372	7205.40	21244.50
	"Poinsett County, AR"	"05111"	"Apr, 1979"	"1979/04"	18926.17	360	6182.10	26072.60
	"Poinsett County, AR"	"05111"	"May, 1979"	"1979/05"	22361.27	372	11754.90	29817.90
	"Poinsett County, AR"	"05111"	"Jun, 1979"	"1979/06"	25513.34	360	10886.50	31147.20
	"Poinsett County, AR"	"05111"	"Jul, 1979"	"1979/07"	22945.20	372	14682.30	31124.30
	"Poinsett County, AR"	"05111"	"Aug, 1979"	"1979/08"	21717.01	372	13946.50	29459.50
	"Poinsett County, AR"	"05111"	"Sep, 1979"	"1979/09"	19646.79	360	5888.60	25015.10
	"Poinsett County, AR"	"05111"	"Oct, 1979"	"1979/10"	16179.44	372	7881.20	20188.70
	"Poinsett County, AR"	"05111"	"Nov, 1979"	"1979/11"	9732.69	360	3595.60	13700.10
	"Poinsett County, AR"	"05111"	"Dec, 1979"	"1979/12"	7986.21	372	2516.90	10800.90
"Total"	"Poinsett County, AR"	"05111"			16531.15	4380	2516.90	31147.20
	"Polk County, AR"	"05113"	"Jan, 1979"	"1979/01"	7420.19	527	2386.50	12499.30
	"Polk County, AR"	"05113"	"Feb, 1979"	"1979/02"	11084.48	476	2640.10	15970.40
	"Polk County, AR"	"05113"	"Mar, 1979"	"1979/03"	14865.35	527	7743.10	20598.00
	"Polk County, AR"	"05113"	"Apr, 1979"	"1979/04"	18163.13	510	5599.10	23680.10
	"Polk County, AR"	"05113"	"May, 1979"	"1979/05"	20104.58	527	8514.60	26234.90
	"Polk County, AR"	"05113"	"Jun, 1979"	"1979/06"	23329.17	510	7122.00	28958.10
	"Polk County, AR"	"05113"	"Jul, 1979"	"1979/07"	22646.22	527	8801.40	29358.40
	"Polk County, AR"	"05113"	"Aug, 1979"	"1979/08"	21952.17	527	14434.00	26995.30
	"Polk County, AR"	"05113"	"Sep, 1979"	"1979/09"	19717.80	510	6519.40	23590.10
	"Polk County, AR"	"05113"	"Oct, 1979"	"1979/10"	15276.34	527	8501.60	19603.60
	"Polk County, AR"	"05113"	"Nov, 1979"	"1979/11"	9934.68	510	4695.10	13825.50
	"Polk County, AR"	"05113"	"Dec, 1979"	"1979/12"	8490.23	527	2591.70	11471.70
"Total"	"Polk County, AR"	"05113"			16104.43	6205	2386.50	29358.40
	"Pope County, AR"	"05115"	"Jan, 1979"	"1979/01"	7258.00	465	2482.70	12441.90
	"Pope County, AR"	"05115"	"Feb, 1979"	"1979/02"	11538.73	420	3494.50	16107.10
	"Pope County, AR"	"05115"	"Mar, 1979"	"1979/03"	14810.20	465	8819.60	21128.10
	"Pope County, AR"	"05115"	"Apr, 1979"	"1979/04"	18515.88	450	7387.90	25584.90
	"Pope County, AR"	"05115"	"May, 1979"	"1979/05"	20582.64	465	7319.90	27406.10
	"Pope County, AR"	"05115"	"Jun, 1979"	"1979/06"	24050.62	450	10207.50	29533.60
	"Pope County, AR"	"05115"	"Jul, 1979"	"1979/07"	22255.80	465	7509.90	29856.40
	"Pope County, AR"	"05115"	"Aug, 1979"	"1979/08"	22292.03	465	13567.30	27965.10
	"Pope County, AR"	"05115"	"Sep, 1979"	"1979/09"	20286.51	450	5118.00	24236.70
	"Pope County, AR"	"05115"	"Oct, 1979"	"1979/10"	15754.69	465	9341.90	20121.20
	"Pope County, AR"	"05115"	"Nov, 1979"	"1979/11"	9538.32	450	2966.00	13910.90
	"Pope County, AR"	"05115"	"Dec, 1979"	"1979/12"	8078.88	465	2578.50	11039.70
"Total"	"Pope County, AR"	"05115"			16265.27	5475	2482.70	29856.40
	"Prairie County, AR"	"05117"	"Jan, 1979"	"1979/01"	7649.45	341	3235.80	12359.90
	"Prairie County, AR"	"05117"	"Feb, 1979"	"1979/02"	10567.49	308	4356.90	16128.40
	"Prairie County, AR"	"05117"	"Mar, 1979"	"1979/03"	15708.93	341	6866.00	22022.00
	"Prairie County, AR"	"05117"	"Apr, 1979"	"1979/04"	19326.13	330	7244.00	25899.40
	"Prairie County, AR"	"05117"	"May, 1979"	"1979/05"	21659.03	341	12071.00	29404.70
	"Prairie County, AR"	"05117"	"Jun, 1979"	"1979/06"	25916.44	330	11282.30	31208.60
	"Prairie County, AR"	"05117"	"Jul, 1979"	"1979/07"	23348.99	341	13932.50	32147.10
	"Prairie County, AR"	"05117"	"Aug, 1979"	"1979/08"	22528.28	341	13375.50	29737.50
	"Prairie County, AR"	"05117"	"Sep, 1979"	"1979/09"	19966.24	330	9735.10	24960.80
	"Prairie County, AR"	"05117"	"Oct, 1979"	"1979/10"	16181.07	341	8479.40	20359.50
	"Prairie County, AR"	"05117"	"Nov, 1979"	"1979/11"	10148.96	330	2985.20	14399.90
	"Prairie County, AR"	"05117"	"Dec, 1979"	"1979/12"	8135.17	341	2858.00	10867.30
"Total"	"Prairie County, AR"	"05117"			16789.48	4015	2858.00	32147.10
	"Pulaski County, AR"	"05119"	"Jan, 1979"	"1979/01"	7527.13	310	3078.90	12304.50
	"Pulaski County, AR"	"05119"	"Feb, 1979"	"1979/02"	10618.98	280	3729.90	15979.50
	"Pulaski County, AR"	"05119"	"Mar, 1979"	"1979/03"	15690.90	310	8872.30	21984.40
	"Pulaski County, AR"	"05119"	"Apr, 1979"	"1979/04"	19064.72	300	7109.60	25838.40
	"Pulaski County, AR"	"05119"	"May, 1979"	"1979/05"	21499.79	310	11951.20	28769.00
	"Pulaski County, AR"	"05119"	"Jun, 1979"	"1979/06"	25501.00	300	7618.30	31105.20
	"Pulaski County, AR"	"05119"	"Jul, 1979"	"1979/07"	22884.21	310	10702.10	31620.90
	"Pulaski County, AR"	"05119"	"Aug, 1979"	"1979/08"	22013.73	310	12850.40	29026.40
	"Pulaski County, AR"	"05119"	"Sep, 1979"	"1979/09"	20085.15	300	8588.90	24843.10
	"Pulaski County, AR"	"05119"	"Oct, 1979"	"1979/10"	16040.83	310	9640.70	20358.40
	"Pulaski County, AR"	"05119"	"Nov, 1979"	"1979/11"	10092.29	300	2860.70	14178.20
	"Pulaski County, AR"	"05119"	"Dec, 1979"	"1979/12"	8165.18	310	2632.80	11083.40
"Total"	"Pulaski County, AR"	"05119"			16624.93	3650	2632.80	31620.90
	"Randolph County, AR"	"05121"	"Jan, 1979"	"1979/01"	6911.97	341	2828.20	11369.50
	"Randolph County, AR"	"05121"	"Feb, 1979"	"1979/02"	10470.23	308	4511.10	16009.40
	"Randolph County, AR"	"05121"	"Mar, 1979"	"1979/03"	14682.95	341	6648.00	21143.20
	"Randolph County, AR"	"05121"	"Apr, 1979"	"1979/04"	18442.57	330	6117.50	25902.00
	"Randolph County, AR"	"05121"	"May, 1979"	"1979/05"	21579.84	341	7448.80	28916.10
	"Randolph County, AR"	"05121"	"Jun, 1979"	"1979/06"	24753.38	330	8668.30	30268.10
	"Randolph County, AR"	"05121"	"Jul, 1979"	"1979/07"	22669.84	341	12317.20	30174.20
	"Randolph County, AR"	"05121"	"Aug, 1979"	"1979/08"	21620.17	341	8384.40	28716.80
	"Randolph County, AR"	"05121"	"Sep, 1979"	"1979/09"	19599.13	330	5544.40	24077.60
	"Randolph County, AR"	"05121"	"Oct, 1979"	"1979/10"	15701.98	341	8829.10	20074.90
	"Randolph County, AR"	"05121"	"Nov, 1979"	"1979/11"	9384.29	330	3132.50	13308.20
	"Randolph County, AR"	"05121"	"Dec, 1979"	"1979/12"	7694.14	341	2215.10	10679.60
"Total"	"Randolph County, AR"	"05121"			16151.33	4015	2215.10	30268.10
	"St. Francis County, AR"	"05123"	"Jan, 1979"	"1979/01"	7503.94	341	2960.90	12000.20
	"St. Francis County, AR"	"05123"	"Feb, 1979"	"1979/02"	10094.92	308	4213.40	15844.00
	"St. Francis County, AR"	"05123"	"Mar, 1979"	"1979/03"	15696.36	341	6236.00	21690.20
	"St. Francis County, AR"	"05123"	"Apr, 1979"	"1979/04"	19219.52	330	6709.70	26041.40
	"St. Francis County, AR"	"05123"	"May, 1979"	"1979/05"	21920.75	341	9733.00	30132.80
	"St. Francis County, AR"	"05123"	"Jun, 1979"	"1979/06"	25787.89	330	10406.10	31495.60
	"St. Francis County, AR"	"05123"	"Jul, 1979"	"1979/07"	23213.53	341	15776.50	32049.90
	"St. Francis County, AR"	"05123"	"Aug, 1979"	"1979/08"	21865.93	341	13804.00	29442.40
	"St. Francis County, AR"	"05123"	"Sep, 1979"	"1979/09"	19637.25	330	6998.10	25027.40
	"St. Francis County, AR"	"05123"	"Oct, 1979"	"1979/10"	16522.76	341	8303.20	20552.60
	"St. Francis County, AR"	"05123"	"Nov, 1979"	"1979/11"	10227.47	330	3208.80	14049.00
	"St. Francis County, AR"	"05123"	"Dec, 1979"	"1979/12"	7993.98	341	2994.90	10694.10
"Total"	"St. Francis County, AR"	"05123"			16671.39	4015	2960.90	32049.90
	"Saline County, AR"	"05125"	"Jan, 1979"	"1979/01"	7549.26	372	2911.00	12711.20
	"Saline County, AR"	"05125"	"Feb, 1979"	"1979/02"	10810.74	336	3398.80	16192.00
	"Saline County, AR"	"05125"	"Mar, 1979"	"1979/03"	15615.22	372	9763.80	21706.90
	"Saline County, AR"	"05125"	"Apr, 1979"	"1979/04"	18815.13	360	6942.40	25526.30
	"Saline County, AR"	"05125"	"May, 1979"	"1979/05"	21218.30	372	10995.70	28447.10
	"Saline County, AR"	"05125"	"Jun, 1979"	"1979/06"	24954.47	360	7107.80	30913.00
	"Saline County, AR"	"05125"	"Jul, 1979"	"1979/07"	22450.91	372	8598.80	31049.60
	"Saline County, AR"	"05125"	"Aug, 1979"	"1979/08"	21892.49	372	12731.70	28624.50
	"Saline County, AR"	"05125"	"Sep, 1979"	"1979/09"	20048.02	360	8634.60	24777.10
	"Saline County, AR"	"05125"	"Oct, 1979"	"1979/10"	16142.56	372	9354.50	20578.60
	"Saline County, AR"	"05125"	"Nov, 1979"	"1979/11"	10249.18	360	3217.10	14387.20
	"Saline County, AR"	"05125"	"Dec, 1979"	"1979/12"	8254.70	372	2483.70	11247.00
"Total"	"Saline County, AR"	"05125"			16524.74	4380	2483.70	31049.60
	"Scott County, AR"	"05127"	"Jan, 1979"	"1979/01"	7391.15	372	2424.60	12702.00
	"Scott County, AR"	"05127"	"Feb, 1979"	"1979/02"	11467.55	336	2746.90	16567.30
	"Scott County, AR"	"05127"	"Mar, 1979"	"1979/03"	14910.98	372	6149.90	20699.50
	"Scott County, AR"	"05127"	"Apr, 1979"	"1979/04"	18297.38	360	5925.00	24826.30
	"Scott County, AR"	"05127"	"May, 1979"	"1979/05"	20472.14	372	8288.30	26982.90
	"Scott County, AR"	"05127"	"Jun, 1979"	"1979/06"	23762.49	360	8461.10	28918.70
	"Scott County, AR"	"05127"	"Jul, 1979"	"1979/07"	22815.98	372	9664.80	29697.70
	"Scott County, AR"	"05127"	"Aug, 1979"	"1979/08"	22000.51	372	14589.00	27055.30
	"Scott County, AR"	"05127"	"Sep, 1979"	"1979/09"	20226.40	360	8516.50	23773.30
	"Scott County, AR"	"05127"	"Oct, 1979"	"1979/10"	15447.86	372	7740.20	19850.80
	"Scott County, AR"	"05127"	"Nov, 1979"	"1979/11"	10031.79	360	4416.00	14215.20
	"Scott County, AR"	"05127"	"Dec, 1979"	"1979/12"	8491.94	372	2622.90	11341.00
"Total"	"Scott County, AR"	"05127"			16296.11	4380	2424.60	29697.70
	"Searcy County, AR"	"05129"	"Jan, 1979"	"1979/01"	7236.67	403	2589.50	12121.90
	"Searcy County, AR"	"05129"	"Feb, 1979"	"1979/02"	11345.58	364	4404.80	15546.10
	"Searcy County, AR"	"05129"	"Mar, 1979"	"1979/03"	14794.74	403	6530.20	20956.10
	"Searcy County, AR"	"05129"	"Apr, 1979"	"1979/04"	18435.98	390	6910.90	25522.10
	"Searcy County, AR"	"05129"	"May, 1979"	"1979/05"	20504.22	403	6471.90	27579.50
	"Searcy County, AR"	"05129"	"Jun, 1979"	"1979/06"	23735.13	390	11058.50	28552.00
	"Searcy County, AR"	"05129"	"Jul, 1979"	"1979/07"	22473.23	403	7759.60	28914.70
	"Searcy County, AR"	"05129"	"Aug, 1979"	"1979/08"	22795.86	403	14250.30	27733.80
	"Searcy County, AR"	"05129"	"Sep, 1979"	"1979/09"	20128.04	390	5031.90	23691.70
	"Searcy County, AR"	"05129"	"Oct, 1979"	"1979/10"	15727.85	403	9973.30	19952.60
	"Searcy County, AR"	"05129"	"Nov, 1979"	"1979/11"	9536.42	390	3407.40	13667.90
	"Searcy County, AR"	"05129"	"Dec, 1979"	"1979/12"	7864.04	403	2577.40	10829.60
"Total"	"Searcy County, AR"	"05129"			16235.72	4745	2577.40	28914.70
	"Sebastian County, AR"	"05131"	"Jan, 1979"	"1979/01"	7165.16	217	2413.20	12609.70
	"Sebastian County, AR"	"05131"	"Feb, 1979"	"1979/02"	11715.31	196	2836.30	16578.70
	"Sebastian County, AR"	"05131"	"Mar, 1979"	"1979/03"	14882.18	217	5843.60	20794.00
	"Sebastian County, AR"	"05131"	"Apr, 1979"	"1979/04"	18438.45	210	6261.50	25403.50
	"Sebastian County, AR"	"05131"	"May, 1979"	"1979/05"	20559.16	217	8960.20	27268.20
	"Sebastian County, AR"	"05131"	"Jun, 1979"	"1979/06"	23916.43	210	11089.50	29037.20
	"Sebastian County, AR"	"05131"	"Jul, 1979"	"1979/07"	23325.79	217	9473.20	30015.80
	"Sebastian County, AR"	"05131"	"Aug, 1979"	"1979/08"	22017.90	217	15231.00	27417.50
	"Sebastian County, AR"	"05131"	"Sep, 1979"	"1979/09"	20380.55	210	6953.30	23807.00
	"Sebastian County, AR"	"05131"	"Oct, 1979"	"1979/10"	15576.87	217	7135.10	19925.40
	"Sebastian County, AR"	"05131"	"Nov, 1979"	"1979/11"	9821.68	210	3952.50	14038.10
	"Sebastian County, AR"	"05131"	"Dec, 1979"	"1979/12"	8372.82	217	2585.70	11249.40
"Total"	"Sebastian County, AR"	"05131"			16366.13	2555	2413.20	30015.80
	"Sevier County, AR"	"05133"	"Jan, 1979"	"1979/01"	7491.18	341	3048.80	12743.90
	"Sevier County, AR"	"05133"	"Feb, 1979"	"1979/02"	10969.05	308	2689.30	16690.20
	"Sevier County, AR"	"05133"	"Mar, 1979"	"1979/03"	15533.08	341	8964.30	21462.80
	"Sevier County, AR"	"05133"	"Apr, 1979"	"1979/04"	18507.56	330	6286.80	24081.70
	"Sevier County, AR"	"05133"	"May, 1979"	"1979/05"	20929.45	341	9461.20	27417.50
	"Sevier County, AR"	"05133"	"Jun, 1979"	"1979/06"	24690.85	330	7752.80	30700.90
	"Sevier County, AR"	"05133"	"Jul, 1979"	"1979/07"	23372.22	341	9992.70	30873.20
	"Sevier County, AR"	"05133"	"Aug, 1979"	"1979/08"	21861.70	341	13209.50	28204.40
	"Sevier County, AR"	"05133"	"Sep, 1979"	"1979/09"	19634.26	330	5206.20	24167.50
	"Sevier County, AR"	"05133"	"Oct, 1979"	"1979/10"	15770.42	341	8313.50	20356.90
	"Sevier County, AR"	"05133"	"Nov, 1979"	"1979/11"	10051.68	330	4576.40	13940.50
	"Sevier County, AR"	"05133"	"Dec, 1979"	"1979/12"	8783.24	341	2692.60	11697.60
"Total"	"Sevier County, AR"	"05133"			16492.18	4015	2689.30	30873.20
	"Sharp County, AR"	"05135"	"Jan, 1979"	"1979/01"	6912.75	310	2834.90	11396.00
	"Sharp County, AR"	"05135"	"Feb, 1979"	"1979/02"	10735.22	280	4636.30	15991.20
	"Sharp County, AR"	"05135"	"Mar, 1979"	"1979/03"	14701.93	310	7363.90	21227.50
	"Sharp County, AR"	"05135"	"Apr, 1979"	"1979/04"	18535.37	300	6109.40	25807.40
	"Sharp County, AR"	"05135"	"May, 1979"	"1979/05"	21618.74	310	7105.50	28792.00
	"Sharp County, AR"	"05135"	"Jun, 1979"	"1979/06"	24746.01	300	8234.10	29619.20
	"Sharp County, AR"	"05135"	"Jul, 1979"	"1979/07"	22723.07	310	11844.90	29928.30
	"Sharp County, AR"	"05135"	"Aug, 1979"	"1979/08"	22096.90	310	11700.90	28703.90
	"Sharp County, AR"	"05135"	"Sep, 1979"	"1979/09"	20006.65	300	5592.00	24181.70
	"Sharp County, AR"	"05135"	"Oct, 1979"	"1979/10"	15853.64	310	9055.70	20114.30
	"Sharp County, AR"	"05135"	"Nov, 1979"	"1979/11"	9604.95	300	3412.10	13620.50
	"Sharp County, AR"	"05135"	"Dec, 1979"	"1979/12"	7765.57	310	2515.80	10753.20
"Total"	"Sharp County, AR"	"05135"			16299.25	3650	2515.80	29928.30
	"Stone County, AR"	"05137"	"Jan, 1979"	"1979/01"	7145.27	217	2893.00	11851.50
	"Stone County, AR"	"05137"	"Feb, 1979"	"1979/02"	11068.58	196	5109.10	15623.30
	"Stone County, AR"	"05137"	"Mar, 1979"	"1979/03"	14803.30	217	8462.50	20885.90
	"Stone County, AR"	"05137"	"Apr, 1979"	"1979/04"	18370.24	210	6484.10	25261.30
	"Stone County, AR"	"05137"	"May, 1979"	"1979/05"	21064.35	217	7284.00	27892.80
	"Stone County, AR"	"05137"	"Jun, 1979"	"1979/06"	24313.64	210	11924.60	28887.30
	"Stone County, AR"	"05137"	"Jul, 1979"	"1979/07"	22941.66	217	11198.60	29051.30
	"Stone County, AR"	"05137"	"Aug, 1979"	"1979/08"	22578.23	217	14178.70	27951.20
	"Stone County, AR"	"05137"	"Sep, 1979"	"1979/09"	20186.81	210	7212.20	23922.80
	"Stone County, AR"	"05137"	"Oct, 1979"	"1979/10"	15854.33	217	10179.60	19888.80
	"Stone County, AR"	"05137"	"Nov, 1979"	"1979/11"	9629.87	210	3402.10	13559.20
	"Stone County, AR"	"05137"	"Dec, 1979"	"1979/12"	7826.67	217	2472.00	10711.50
"Total"	"Stone County, AR"	"05137"			16338.54	2555	2472.00	29051.30
	"Union County, AR"	"05139"	"Jan, 1979"	"1979/01"	8099.23	558	2918.70	13309.10
	"Union County, AR"	"05139"	"Feb, 1979"	"1979/02"	10877.67	504	2745.10	17427.60
	"Union County, AR"	"05139"	"Mar, 1979"	"1979/03"	16693.57	558	5402.40	22850.10
	"Union County, AR"	"05139"	"Apr, 1979"	"1979/04"	19026.63	540	6467.70	25717.40
	"Union County, AR"	"05139"	"May, 1979"	"1979/05"	22781.23	558	13979.10	28959.60
	"Union County, AR"	"05139"	"Jun, 1979"	"1979/06"	25858.85	540	10916.00	32380.20
	"Union County, AR"	"05139"	"Jul, 1979"	"1979/07"	23048.00	558	11708.10	32548.50
	"Union County, AR"	"05139"	"Aug, 1979"	"1979/08"	21732.57	558	15041.70	28369.90
	"Union County, AR"	"05139"	"Sep, 1979"	"1979/09"	19589.21	540	8297.10	25064.50
	"Union County, AR"	"05139"	"Oct, 1979"	"1979/10"	17272.25	558	8263.00	21399.50
	"Union County, AR"	"05139"	"Nov, 1979"	"1979/11"	11379.27	540	4219.60	15067.50
	"Union County, AR"	"05139"	"Dec, 1979"	"1979/12"	9158.26	558	3387.90	12105.60
"Total"	"Union County, AR"	"05139"			17157.62	6570	2745.10	32548.50
	"Van Buren County, AR"	"05141"	"Jan, 1979"	"1979/01"	7319.41	310	2898.50	12180.60
	"Van Buren County, AR"	"05141"	"Feb, 1979"	"1979/02"	11251.23	280	4118.50	15632.80
	"Van Buren County, AR"	"05141"	"Mar, 1979"	"1979/03"	14896.32	310	9428.60	20904.70
	"Van Buren County, AR"	"05141"	"Apr, 1979"	"1979/04"	18560.09	300	7191.60	25684.30
	"Van Buren County, AR"	"05141"	"May, 1979"	"1979/05"	20893.04	310	7347.90	27937.70
	"Van Buren County, AR"	"05141"	"Jun, 1979"	"1979/06"	24320.65	300	11832.90	29855.10
	"Van Buren County, AR"	"05141"	"Jul, 1979"	"1979/07"	22424.88	310	7695.00	29740.40
	"Van Buren County, AR"	"05141"	"Aug, 1979"	"1979/08"	22303.90	310	13110.00	27920.50
	"Van Buren County, AR"	"05141"	"Sep, 1979"	"1979/09"	20305.53	300	5971.70	24230.40
	"Van Buren County, AR"	"05141"	"Oct, 1979"	"1979/10"	15821.25	310	10207.50	20155.10
	"Van Buren County, AR"	"05141"	"Nov, 1979"	"1979/11"	9629.04	300	3009.70	13944.80
	"Van Buren County, AR"	"05141"	"Dec, 1979"	"1979/12"	8019.42	310	2456.70	10949.90
"Total"	"Van Buren County, AR"	"05141"			16332.93	3650	2456.70	29855.10
	"Washington County, AR"	"05143"	"Jan, 1979"	"1979/01"	7219.50	496	1977.80	12167.40
	"Washington County, AR"	"05143"	"Feb, 1979"	"1979/02"	11621.58	448	3615.40	15623.60
	"Washington County, AR"	"05143"	"Mar, 1979"	"1979/03"	14795.97	496	5845.20	20464.20
	"Washington County, AR"	"05143"	"Apr, 1979"	"1979/04"	18140.56	480	6033.00	25173.80
	"Washington County, AR"	"05143"	"May, 1979"	"1979/05"	19958.00	496	6526.90	26790.20
	"Washington County, AR"	"05143"	"Jun, 1979"	"1979/06"	23082.58	480	8733.10	27831.20
	"Washington County, AR"	"05143"	"Jul, 1979"	"1979/07"	23209.55	496	8681.20	28818.20
	"Washington County, AR"	"05143"	"Aug, 1979"	"1979/08"	23013.70	496	15953.70	27158.10
	"Washington County, AR"	"05143"	"Sep, 1979"	"1979/09"	20332.49	480	5542.90	23348.30
	"Washington County, AR"	"05143"	"Oct, 1979"	"1979/10"	15051.54	496	7548.60	19504.60
	"Washington County, AR"	"05143"	"Nov, 1979"	"1979/11"	9311.39	480	3271.20	13485.40
	"Washington County, AR"	"05143"	"Dec, 1979"	"1979/12"	7940.96	496	2788.40	10744.50
"Total"	"Washington County, AR"	"05143"			16159.67	5840	1977.80	28818.20
	"White County, AR"	"05145"	"Jan, 1979"	"1979/01"	7413.53	558	3174.20	12074.30
	"White County, AR"	"05145"	"Feb, 1979"	"1979/02"	10704.50	504	4392.10	16006.10
	"White County, AR"	"05145"	"Mar, 1979"	"1979/03"	15144.39	558	8546.50	21492.00
	"White County, AR"	"05145"	"Apr, 1979"	"1979/04"	18961.26	540	6728.80	25945.10
	"White County, AR"	"05145"	"May, 1979"	"1979/05"	21740.16	558	11662.90	29068.20
	"White County, AR"	"05145"	"Jun, 1979"	"1979/06"	25609.44	540	12389.50	31061.00
	"White County, AR"	"05145"	"Jul, 1979"	"1979/07"	23333.75	558	12314.70	31599.90
	"White County, AR"	"05145"	"Aug, 1979"	"1979/08"	22293.03	558	13124.10	29556.40
	"White County, AR"	"05145"	"Sep, 1979"	"1979/09"	20126.09	540	9243.30	24904.90
	"White County, AR"	"05145"	"Oct, 1979"	"1979/10"	15958.06	558	9403.80	20168.10
	"White County, AR"	"05145"	"Nov, 1979"	"1979/11"	9659.28	540	2665.90	13886.70
	"White County, AR"	"05145"	"Dec, 1979"	"1979/12"	7997.72	558	2733.70	10772.70
"Total"	"White County, AR"	"05145"			16604.68	6570	2665.90	31599.90
	"Woodruff County, AR"	"05147"	"Jan, 1979"	"1979/01"	7512.00	372	3249.20	11994.90
	"Woodruff County, AR"	"05147"	"Feb, 1979"	"1979/02"	10501.86	336	4906.30	16109.40
	"Woodruff County, AR"	"05147"	"Mar, 1979"	"1979/03"	15461.81	372	7352.10	21834.50
	"Woodruff County, AR"	"05147"	"Apr, 1979"	"1979/04"	19061.10	360	6493.10	25985.00
	"Woodruff County, AR"	"05147"	"May, 1979"	"1979/05"	21695.88	372	10745.50	29522.50
	"Woodruff County, AR"	"05147"	"Jun, 1979"	"1979/06"	26036.75	360	11190.30	31255.00
	"Woodruff County, AR"	"05147"	"Jul, 1979"	"1979/07"	23463.74	372	14373.40	32042.00
	"Woodruff County, AR"	"05147"	"Aug, 1979"	"1979/08"	22437.98	372	13466.20	29683.00
	"Woodruff County, AR"	"05147"	"Sep, 1979"	"1979/09"	19677.92	360	8503.30	24672.60
	"Woodruff County, AR"	"05147"	"Oct, 1979"	"1979/10"	16105.84	372	9343.40	20110.80
	"Woodruff County, AR"	"05147"	"Nov, 1979"	"1979/11"	9937.39	360	3311.20	14089.60
	"Woodruff County, AR"	"05147"	"Dec, 1979"	"1979/12"	7965.28	372	2893.70	10647.30
"Total"	"Woodruff County, AR"	"05147"			16683.19	4380	2893.70	32042.00
	"Yell County, AR"	"05149"	"Jan, 1979"	"1979/01"	7437.85	527	2489.40	12856.20
	"Yell County, AR"	"05149"	"Feb, 1979"	"1979/02"	11444.36	476	2876.10	16450.50
	"Yell County, AR"	"05149"	"Mar, 1979"	"1979/03"	15009.50	527	7897.70	21185.30
	"Yell County, AR"	"05149"	"Apr, 1979"	"1979/04"	18389.57	510	5905.10	25429.80
	"Yell County, AR"	"05149"	"May, 1979"	"1979/05"	20714.83	527	7350.00	27492.80
	"Yell County, AR"	"05149"	"Jun, 1979"	"1979/06"	24135.87	510	7995.80	29491.40
	"Yell County, AR"	"05149"	"Jul, 1979"	"1979/07"	22360.17	527	7635.10	29688.70
	"Yell County, AR"	"05149"	"Aug, 1979"	"1979/08"	21812.83	527	13504.80	27622.40
	"Yell County, AR"	"05149"	"Sep, 1979"	"1979/09"	20258.69	510	7517.70	24262.50
	"Yell County, AR"	"05149"	"Oct, 1979"	"1979/10"	15856.95	527	8924.20	20251.70
	"Yell County, AR"	"05149"	"Nov, 1979"	"1979/11"	10034.69	510	3283.80	14477.10
	"Yell County, AR"	"05149"	"Dec, 1979"	"1979/12"	8377.20	527	2565.10	11258.90
"Total"	"Yell County, AR"	"05149"			16338.78	6205	2489.40	29688.70
